,Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,Ban %,KDA,Patch
7330,Kalista,Marksman,ADC,D,23.08,-4.61,48.63,86.07,2.16,0.54,2.25,13.5
7331,Karma,Mage,SUPPORT,A,51.5,-8.56,48.09,88.96,6.46,1.83,2.66,13.5
7332,Karthus,Mage,JUNGLE,C,41.3,3.53,48.79,62.95,1.98,2.19,2.49,13.5
7333,Karthus,Mage,MID,C,39.87,-4.23,49.01,10.81,0.32,2.19,2.28,13.5
7334,Karthus,Mage,ADC,D,27.92,-8.87,52.9,19.07,0.64,2.19,2.26,13.5
7335,Kassadin,Assassin,MID,B,46.71,-2.8,48.47,96.74,2.74,10.47,2.55,13.5
7336,Katarina,Assassin,MID,S,56.49,2.87,48.49,95.66,7.14,8.12,2.28,13.5
7337,Kayle,Fighter,TOP,A,49.74,-0.93,51.72,80.98,2.74,0.67,1.81,13.5
7338,Kayle,Fighter,MID,B,43.93,-1.14,51.61,15.14,0.41,0.67,2.2,13.5
7339,Kayn,Fighter,JUNGLE,God,68.21,1.22,50.47,96.44,9.93,8.49,2.45,13.5
7340,Kennen,Mage,TOP,B,47.9,12.27,50.16,77.8,2.78,1.14,1.99,13.5
7341,Kennen,Mage,MID,B,47.54,0.64,52.82,17.66,0.59,1.14,2.47,13.5
7342,Kha'Zix,Assassin,JUNGLE,A,48.51,0.24,49.43,98.04,4.16,1.58,2.5,13.5
7343,Kindred,Marksman,JUNGLE,B,47.17,3.42,49.74,94.93,3.88,4.22,2.21,13.5
7344,Kled,Fighter,TOP,A,51.88,-0.38,51.26,88.29,2.81,1.82,2.21,13.5
7345,Kog'Maw,Marksman,ADC,D,26.42,-4.59,50.85,86.14,1.68,0.4,2.22,13.5
7346,LeBlanc,Assassin,MID,A,55.33,9.21,47.75,92.71,6.15,8.37,2.81,13.5
7347,Lee Sin,Fighter,JUNGLE,God,93.6,1.49,49.75,91.81,17.5,12.32,2.78,13.5
7348,Leona,Tank,SUPPORT,A,50.21,-0.03,50.09,98.44,4.45,3.76,2.34,13.5
7349,Lillia,Fighter,JUNGLE,B,46.96,2.87,50.5,85.25,2.45,1.21,2.72,13.5
7350,Lillia,Fighter,TOP,C,36.27,0.0,51.0,11.73,0.38,1.37,2.02,13.5
7351,Lissandra,Mage,MID,A,50.29,0.65,50.92,92.86,3.06,1.08,2.47,13.5
7352,Lucian,Marksman,ADC,B,44.17,0.88,49.26,90.75,7.18,1.95,2.28,13.5
7353,Lulu,Support,SUPPORT,S,59.4,-10.83,48.29,97.46,9.45,8.26,2.9,13.5
7354,Lux,Mage,SUPPORT,God,68.3,-24.51,49.92,70.57,12.42,12.04,2.42,13.5
7355,Lux,Mage,MID,S,57.69,2.06,51.1,26.77,4.55,12.04,2.88,13.5
7356,Malphite,Tank,TOP,God,90.32,17.85,52.59,75.47,8.24,7.27,2.48,13.5
7357,Malphite,Tank,MID,B,47.6,-2.38,51.77,10.79,1.13,7.27,2.54,13.5
7358,Malzahar,Mage,MID,A,50.78,-0.85,50.93,90.29,3.45,3.7,2.31,13.5
7359,Maokai,Tank,SUPPORT,B,47.36,3.99,52.01,36.48,1.42,3.48,2.24,13.5
7360,Maokai,Tank,JUNGLE,B,44.71,-2.99,49.83,50.7,1.82,3.48,2.85,13.5
7361,Maokai,Tank,TOP,D,31.7,0.0,47.83,11.83,0.46,3.48,2.3,13.5
7362,Master Yi,Assassin,JUNGLE,S,58.17,-0.55,49.08,93.71,7.2,15.33,2.05,13.5
7363,Miss Fortune,Marksman,ADC,S,60.04,7.04,50.45,86.88,10.42,2.54,2.26,13.5
7364,Miss Fortune,Marksman,SUPPORT,D,31.07,5.51,43.09,10.77,1.06,2.54,1.91,13.5
7365,Mordekaiser,Fighter,TOP,God,77.26,3.82,50.79,83.63,6.89,11.52,1.88,13.5
7366,Mordekaiser,Fighter,JUNGLE,B,42.43,2.62,50.96,10.14,0.95,12.45,2.39,13.5
7367,Morgana,Mage,SUPPORT,S,59.52,-12.2,49.71,90.89,6.79,27.98,2.41,13.5
7368,Nami,Support,SUPPORT,A,55.2,-10.94,49.48,99.55,6.6,1.41,3.04,13.5
7369,Nasus,Fighter,TOP,S,59.82,-2.49,50.85,80.83,4.51,4.18,1.94,13.5
7370,Nasus,Fighter,MID,B,43.22,-3.14,51.26,10.86,0.4,4.18,2.16,13.5
7371,Nautilus,Tank,SUPPORT,S,61.1,-10.99,50.65,95.47,9.12,10.88,2.33,13.5
7372,Neeko,Mage,MID,B,47.95,-0.01,52.33,57.77,1.36,0.48,2.34,13.5
7373,Neeko,Mage,SUPPORT,C,40.21,6.52,49.18,24.88,0.59,0.52,1.94,13.5
7374,Neeko,Mage,TOP,D,35.03,-4.26,51.01,10.26,0.2,0.52,1.98,13.5
7375,Nidalee,Assassin,JUNGLE,B,47.16,2.1,47.88,89.78,3.97,3.34,2.84,13.5
7376,Nilah,Marksman,ADC,C,38.7,-2.97,53.9,96.5,2.76,3.59,2.28,13.5
7377,Nocturne,Assassin,JUNGLE,S,58.85,5.04,52.88,94.98,5.05,3.2,2.68,13.5
7378,Nunu,Tank,JUNGLE,A,49.87,-3.97,48.92,91.65,4.61,1.82,2.71,13.5
7379,Olaf,Fighter,TOP,S,62.59,4.03,52.79,85.15,4.29,6.03,1.84,13.5
7380,Olaf,Fighter,JUNGLE,C,39.46,0.11,50.34,12.3,0.57,6.03,2.3,13.5
7381,Orianna,Mage,MID,A,48.44,-0.65,50.05,90.69,2.46,0.23,2.7,13.5
7382,Ornn,Tank,TOP,A,53.12,-1.93,50.36,91.87,3.25,0.5,2.35,13.5
7383,Pantheon,Fighter,MID,A,50.97,2.18,51.99,31.9,2.75,2.74,2.37,13.5
7384,Pantheon,Fighter,TOP,A,49.68,5.1,50.33,33.91,2.9,2.74,2.07,13.5
7385,Pantheon,Fighter,JUNGLE,C,41.11,0.0,50.02,11.17,0.85,2.74,2.61,13.5
7386,Pantheon,Fighter,SUPPORT,C,40.95,5.25,48.13,21.65,1.95,2.74,1.93,13.5
7387,Poppy,Tank,TOP,B,43.51,5.53,51.6,44.94,1.29,0.77,2.15,13.5
7388,Poppy,Tank,JUNGLE,B,42.18,0.99,49.78,43.4,1.27,0.77,2.69,13.5
7389,Pyke,Support,SUPPORT,S,57.63,-8.69,50.07,94.52,7.84,13.31,2.2,13.5
7390,Qiyana,Assassin,MID,B,45.5,3.76,49.11,82.34,2.94,1.0,2.12,13.5
7391,Qiyana,Assassin,JUNGLE,D,28.87,0.0,45.16,12.96,0.43,1.0,2.28,13.5
7392,Quinn,Marksman,TOP,C,41.61,0.26,51.58,77.67,1.28,0.59,1.87,13.5
7393,Quinn,Marksman,MID,C,39.81,-7.59,49.55,10.97,0.17,0.61,2.15,13.5
7394,Rakan,Support,SUPPORT,S,64.65,-11.3,52.31,98.68,9.21,2.83,2.96,13.5
7395,Rammus,Tank,JUNGLE,A,54.64,-4.38,51.77,83.8,3.32,9.02,3.11,13.5
7396,Rammus,Tank,TOP,C,40.49,0.0,53.22,13.27,0.42,9.42,1.87,13.5
7397,Rek'Sai,Fighter,JUNGLE,C,38.51,4.57,48.31,94.47,1.53,0.77,2.39,13.5
7398,Rell,Tank,SUPPORT,A,48.19,4.59,51.91,98.55,1.52,0.33,2.51,13.5
7399,Renata Glasc,Support,SUPPORT,A,48.57,1.94,50.78,98.81,2.46,0.89,2.67,13.5
7400,Renekton,Fighter,TOP,A,49.82,-0.86,47.67,85.9,4.26,3.05,1.75,13.5
7401,Renekton,Fighter,MID,C,41.27,-3.14,50.21,12.4,0.62,3.05,1.99,13.5
7402,Rengar,Assassin,JUNGLE,B,46.65,1.57,49.21,76.15,3.62,7.45,2.35,13.5
7403,Rengar,Assassin,TOP,C,40.81,0.3,51.1,20.62,1.12,7.45,1.95,13.5
7404,Riven,Fighter,TOP,S,65.53,2.31,49.62,89.41,6.16,2.17,1.87,13.5
7405,Rumble,Fighter,MID,B,47.72,0.26,51.35,40.63,1.6,1.74,2.5,13.5
7406,Rumble,Fighter,TOP,C,38.98,2.84,48.64,44.31,1.69,1.74,2.07,13.5
7407,Rumble,Fighter,JUNGLE,D,33.2,0.0,46.4,11.23,0.42,1.74,2.66,13.5
7408,Ryze,Mage,MID,B,44.58,-2.43,48.78,83.88,2.32,0.42,2.37,13.5
7409,Ryze,Mage,TOP,D,29.58,-2.66,48.12,13.79,0.38,0.42,1.95,13.5
7410,Samira,Marksman,ADC,S,57.61,2.68,50.74,97.74,7.77,21.42,2.26,13.5
7411,Sejuani,Tank,JUNGLE,A,54.18,-3.32,50.32,81.81,4.31,1.44,3.2,13.5
7412,Sejuani,Tank,TOP,C,39.05,0.31,50.56,14.05,0.64,1.44,2.37,13.5
7413,Senna,Marksman,SUPPORT,S,60.27,-5.23,50.56,92.92,9.22,2.75,2.53,13.5
7414,Seraphine,Mage,SUPPORT,B,47.87,0.72,49.1,68.34,4.09,1.25,2.38,13.5
7415,Seraphine,Mage,MID,B,44.84,0.0,50.19,10.2,0.53,1.34,2.85,13.5
7416,Seraphine,Mage,ADC,D,34.38,-8.62,52.93,20.69,0.98,1.25,2.96,13.5
7417,Sett,Fighter,TOP,God,73.49,0.23,50.45,83.77,7.18,4.57,1.71,13.5
7418,Shaco,Assassin,JUNGLE,A,54.48,-2.55,47.92,79.81,5.79,16.73,2.65,13.5
7419,Shaco,Assassin,SUPPORT,C,41.6,-0.2,48.74,13.98,0.93,16.73,2.28,13.5
7420,Shen,Tank,TOP,S,65.86,4.22,52.4,84.47,3.9,0.81,3.07,13.5
7421,Shyvana,Fighter,JUNGLE,C,41.89,3.44,49.97,79.02,1.4,0.3,2.5,13.5
7422,Shyvana,Fighter,TOP,D,31.32,1.4,49.18,14.41,0.21,0.31,2.02,13.5
7423,Singed,Tank,MID,A,52.25,-1.71,54.89,17.79,0.45,0.64,2.84,13.5
7424,Singed,Tank,TOP,A,48.15,1.83,52.41,70.85,1.89,0.64,2.08,13.5
7425,Sion,Tank,TOP,S,64.88,2.61,51.05,80.73,5.66,1.71,1.78,13.5
7426,Sion,Tank,MID,C,41.74,0.0,51.95,10.05,0.59,1.71,1.49,13.5
7427,Sivir,Marksman,ADC,B,44.8,1.24,51.45,98.12,5.5,1.08,2.55,13.5
7428,Skarner,Fighter,JUNGLE,B,47.37,6.83,52.86,74.73,0.81,0.16,2.8,13.5
7429,Skarner,Fighter,TOP,D,32.24,0.93,49.35,21.65,0.19,0.15,2.12,13.5
7430,Sona,Support,SUPPORT,A,50.25,-1.29,50.98,98.08,2.86,0.16,2.87,13.5
7431,Soraka,Support,SUPPORT,A,50.49,-3.24,49.77,96.4,4.37,1.5,2.69,13.5
7432,Swain,Mage,MID,A,48.98,-3.17,52.14,22.25,1.02,2.89,2.8,13.5
7433,Swain,Mage,SUPPORT,A,48.76,3.44,50.41,61.39,3.39,2.89,2.35,13.5
7434,Swain,Mage,ADC,C,36.05,0.0,54.26,10.36,0.37,2.89,3.07,13.5
7435,Sylas,Mage,MID,S,60.89,3.89,49.87,53.19,7.46,16.23,2.17,13.5
7436,Sylas,Mage,JUNGLE,A,52.15,-6.03,48.75,37.42,5.2,16.23,2.41,13.5
7437,Syndra,Mage,MID,A,51.37,1.76,49.75,92.47,4.59,2.35,2.29,13.5
7438,Tahm Kench,Support,TOP,B,46.07,2.86,50.82,63.44,1.75,0.74,2.4,13.5
7439,Tahm Kench,Support,SUPPORT,C,40.8,8.35,48.7,27.36,0.59,0.74,2.36,13.5
7440,Taliyah,Mage,MID,B,45.78,-1.08,50.72,68.81,1.6,0.47,2.31,13.5
7441,Taliyah,Mage,JUNGLE,B,43.92,8.44,51.6,20.54,0.51,0.47,2.75,13.5
7442,Talon,Assassin,MID,B,46.86,0.75,49.88,72.11,2.84,0.95,2.2,13.5
7443,Talon,Assassin,JUNGLE,D,35.17,4.24,47.29,24.68,1.01,0.95,2.4,13.5
7444,Taric,Support,SUPPORT,A,50.62,1.56,52.69,86.97,1.63,0.34,2.8,13.5
7445,Teemo,Marksman,TOP,S,59.09,2.47,50.99,73.63,4.34,6.94,1.7,13.5
7446,Thresh,Support,SUPPORT,God,76.66,-9.1,51.01,97.82,16.82,6.77,2.61,13.5
7447,Tristana,Marksman,ADC,A,48.46,-0.84,50.39,73.02,7.22,4.34,2.35,13.5
7448,Tristana,Marksman,MID,B,47.98,-0.65,52.07,23.2,1.96,4.34,2.09,13.5
7449,Trundle,Fighter,JUNGLE,B,42.99,1.63,50.06,70.94,1.46,0.89,2.64,13.5
7450,Trundle,Fighter,TOP,D,29.19,-1.13,48.84,22.38,0.46,0.9,1.58,13.5
7451,Tryndamere,Fighter,MID,B,43.49,0.22,51.69,14.86,0.45,2.49,2.05,13.5
7452,Tryndamere,Fighter,TOP,B,42.81,0.07,48.93,76.41,2.58,2.49,1.76,13.5
7453,Twisted Fate,Mage,MID,B,44.8,1.39,49.07,89.66,2.26,0.18,2.35,13.5
7454,Twitch,Marksman,ADC,B,43.52,-0.18,51.47,64.26,4.84,10.18,2.45,13.5
7455,Twitch,Marksman,SUPPORT,C,40.03,-2.84,47.47,24.4,1.78,10.18,1.98,13.5
7456,Udyr,Fighter,JUNGLE,A,49.04,0.67,50.31,85.31,3.47,8.48,2.5,13.5
7457,Udyr,Fighter,TOP,D,31.23,-2.83,49.03,12.84,0.48,8.2,1.78,13.5
7458,Urgot,Fighter,TOP,B,43.62,-5.04,48.86,88.21,2.62,1.14,1.91,13.5
7459,Varus,Marksman,ADC,A,48.31,-6.0,49.63,87.12,7.74,2.6,2.4,13.5
7460,Vayne,Marksman,TOP,C,38.68,4.18,51.34,19.64,1.12,4.02,1.6,13.5
7461,Vayne,Marksman,ADC,D,32.6,-1.97,48.73,77.26,4.81,4.02,2.05,13.5
7462,Veigar,Mage,MID,S,65.78,9.17,52.12,57.98,7.63,14.7,2.45,13.5
7463,Veigar,Mage,ADC,A,50.81,13.36,54.12,32.99,4.18,14.7,2.8,13.5
7464,Vel'Koz,Mage,MID,B,45.55,-1.25,50.88,30.78,0.82,0.48,2.61,13.5
7465,Vel'Koz,Mage,SUPPORT,B,44.99,1.24,50.37,65.3,1.74,0.45,2.18,13.5
7466,Vex,Mage,MID,A,52.8,0.61,51.36,93.89,3.78,4.31,2.42,13.5
7467,Vi,Fighter,JUNGLE,S,62.56,-0.17,52.04,94.9,7.19,3.66,2.55,13.5
7468,Viego,Assassin,JUNGLE,S,62.1,-2.62,49.82,94.43,8.8,3.26,2.43,13.5
7469,Viktor,Mage,MID,S,56.36,2.36,51.3,95.22,5.57,2.86,2.3,13.5
7470,Vladimir,Mage,MID,A,52.13,2.46,50.68,75.46,4.03,4.81,2.37,13.5
7471,Vladimir,Mage,TOP,C,37.32,-1.33,49.27,22.79,1.14,4.81,2.06,13.5
7472,Volibear,Fighter,JUNGLE,B,47.07,1.19,51.89,46.3,1.63,0.82,2.66,13.5
7473,Volibear,Fighter,TOP,C,36.48,0.94,48.44,49.71,1.74,0.82,1.72,13.5
7474,Warwick,Fighter,JUNGLE,A,49.67,0.98,49.5,61.81,4.66,6.84,2.18,13.5
7475,Warwick,Fighter,TOP,C,41.73,-1.27,50.14,34.94,1.8,6.84,1.79,13.5
7476,Wukong,Fighter,JUNGLE,God,65.95,3.77,52.54,84.56,7.34,5.67,2.83,13.5
7477,Wukong,Fighter,TOP,C,40.59,-1.17,51.11,12.37,1.0,5.67,2.07,13.5
7478,Xayah,Marksman,ADC,God,89.48,4.56,51.5,98.79,14.38,15.25,2.47,13.5
7479,Xerath,Mage,MID,A,48.22,-0.89,50.35,26.04,1.25,3.15,3.15,13.5
7480,Xerath,Mage,SUPPORT,B,47.8,-1.36,49.45,70.73,3.5,3.15,2.47,13.5
7481,Xin Zhao,Fighter,JUNGLE,B,46.45,4.41,51.49,87.03,2.43,0.4,2.27,13.5
7482,Yasuo,Fighter,MID,God,68.09,7.04,49.06,71.34,10.86,17.05,1.71,13.5
7483,Yasuo,Fighter,TOP,C,39.87,-2.35,47.03,17.99,2.62,17.05,1.43,13.5
7484,Yone,Assassin,MID,S,56.58,2.13,49.12,61.91,7.39,8.77,1.88,13.5
7485,Yone,Assassin,TOP,A,51.07,-0.28,48.9,34.89,3.92,8.77,1.62,13.5
7486,Yorick,Fighter,TOP,B,46.67,-6.14,49.05,90.41,3.45,4.39,1.46,13.5
7487,Yuumi,Support,SUPPORT,God,96.63,58.4,50.84,99.33,15.57,35.99,4.54,13.5
7488,Zac,Tank,JUNGLE,S,57.37,-0.01,51.4,72.59,3.97,7.41,3.46,13.5
7489,Zac,Tank,TOP,B,43.84,-3.05,51.88,11.47,0.59,7.41,2.68,13.5
7490,Zed,Assassin,MID,God,74.09,9.62,49.34,78.48,10.04,31.13,2.21,13.5
7491,Zed,Assassin,JUNGLE,D,35.8,0.17,44.93,16.53,2.07,31.13,2.33,13.5
7492,Zeri,Marksman,ADC,God,67.2,18.48,51.47,96.24,10.42,6.37,2.62,13.5
7493,Ziggs,Mage,MID,B,46.91,-0.31,51.08,55.55,1.52,0.29,2.48,13.5
7494,Ziggs,Mage,SUPPORT,D,36.03,0.95,46.81,13.98,0.39,0.32,1.95,13.5
7495,Ziggs,Mage,ADC,D,25.81,-13.35,51.01,29.57,0.72,0.29,2.57,13.5
7496,Zilean,Support,MID,A,48.59,-4.19,51.17,13.01,0.33,0.91,3.44,13.5
7497,Zilean,Support,SUPPORT,A,48.56,3.6,50.52,82.83,2.18,0.91,2.95,13.5
7498,Zoe,Mage,MID,A,48.63,1.5,49.65,85.9,3.11,1.95,2.52,13.5
7499,Zoe,Mage,SUPPORT,C,38.48,8.74,48.02,12.33,0.42,1.95,2.08,13.5
7500,Zyra,Mage,SUPPORT,B,47.45,-0.03,50.35,91.71,3.18,1.99,2.12,13.5
7501,Aatrox,Fighter,TOP,A,53.42,-0.83,47.93,91.71,5.09,5.03,1.76,13.6
7502,Ahri,Mage,MID,God,71.47,9.65,51.17,95.35,8.46,2.76,2.68,13.6
7503,Akali,Assassin,MID,S,54.8,2.53,47.37,73.01,5.79,9.72,2.27,13.6
7504,Akali,Assassin,TOP,D,36.77,1.48,45.47,25.88,1.94,9.72,1.96,13.6
7505,Akshan,Marksman,MID,A,48.56,0.24,51.98,64.74,2.31,3.42,2.27,13.6
7506,Akshan,Marksman,TOP,C,42.6,1.49,51.39,26.76,0.85,3.42,2.0,13.6
7507,Alistar,Tank,SUPPORT,B,46.89,-1.87,50.03,87.8,2.58,0.78,2.43,13.6
7508,Amumu,Tank,JUNGLE,A,47.97,-0.71,51.21,57.84,2.77,2.98,2.63,13.6
7509,Amumu,Tank,SUPPORT,B,44.91,-0.84,50.39,40.58,1.6,2.98,2.06,13.6
7510,Anivia,Mage,MID,A,53.05,1.12,52.35,82.84,2.48,3.7,2.93,13.6
7511,Anivia,Mage,SUPPORT,D,37.01,2.12,46.46,11.07,0.27,3.59,2.18,13.6
7512,Annie,Mage,MID,S,57.18,-0.84,52.79,51.27,3.75,8.77,2.49,13.6
7513,Annie,Mage,SUPPORT,A,54.21,-2.38,52.84,45.5,3.66,8.77,2.64,13.6
7514,Aphelios,Marksman,ADC,D,36.78,5.38,47.96,97.57,6.31,0.77,2.01,13.6
7515,Ashe,Marksman,ADC,A,52.22,15.48,51.67,70.93,7.73,3.07,2.42,13.6
7516,Ashe,Marksman,SUPPORT,C,41.4,-3.8,47.11,26.26,2.77,3.07,2.13,13.6
7517,Aurelion Sol,Mage,MID,God,82.04,-12.01,50.91,88.18,7.75,34.09,2.6,13.6
7518,Azir,Mage,MID,D,27.55,-7.36,42.78,85.93,1.46,0.36,1.96,13.6
7519,Bard,Support,SUPPORT,B,47.81,0.91,50.06,95.77,1.87,0.29,2.97,13.6
7520,Bel'Veth,Fighter,JUNGLE,A,48.9,-1.86,51.25,91.99,3.41,5.88,2.38,13.6
7521,Blitzcrank,Tank,SUPPORT,S,59.48,-2.11,51.74,96.95,7.73,21.15,2.45,13.6
7522,Brand,Mage,SUPPORT,B,46.44,0.6,50.75,75.41,2.8,3.51,1.82,13.6
7523,Brand,Mage,MID,C,40.09,-1.83,51.0,18.0,0.74,3.86,2.06,13.6
7524,Braum,Support,SUPPORT,B,46.63,-1.19,49.86,97.97,1.77,0.3,2.76,13.6
7525,Caitlyn,Marksman,ADC,God,68.42,-11.52,48.86,95.74,14.36,12.8,2.16,13.6
7526,Camille,Fighter,TOP,A,53.99,-2.31,50.12,94.06,4.17,2.21,1.95,13.6
7527,Cassiopeia,Mage,MID,A,50.53,1.39,52.54,78.96,2.62,2.75,2.24,13.6
7528,Cassiopeia,Mage,TOP,C,42.27,3.74,52.15,13.62,0.49,2.75,1.97,13.6
7529,Cho'Gath,Tank,TOP,S,58.88,-0.34,52.19,64.87,4.2,1.8,2.14,13.6
7530,Cho'Gath,Tank,MID,B,46.51,0.19,53.02,16.53,1.0,1.8,2.47,13.6
7531,Corki,Marksman,MID,D,35.71,-1.02,47.95,88.81,0.91,0.17,2.17,13.6
7532,Darius,Fighter,TOP,God,76.16,-14.73,48.94,93.71,8.13,20.89,1.83,13.6
7533,Diana,Fighter,JUNGLE,A,52.38,1.53,50.72,69.85,4.97,3.01,2.44,13.6
7534,Diana,Fighter,MID,B,44.94,-0.83,50.77,28.09,2.14,3.01,2.09,13.6
7535,Dr. Mundo,Marksman,TOP,A,53.2,3.06,52.2,75.97,3.06,3.0,1.94,13.6
7536,Dr. Mundo,Marksman,JUNGLE,B,43.78,0.0,52.06,19.87,0.74,3.0,2.64,13.6
7537,Draven,Fighter,ADC,B,44.22,-3.73,49.06,95.6,6.15,21.05,2.08,13.6
7538,Ekko,Assassin,JUNGLE,S,57.27,0.57,50.86,69.71,5.92,5.13,2.73,13.6
7539,Ekko,Assassin,MID,B,45.4,-1.19,50.06,27.84,2.34,5.13,2.26,13.6
7540,Elise,Mage,JUNGLE,B,46.19,-2.33,49.64,95.0,2.93,5.46,2.73,13.6
7541,Evelynn,Assassin,JUNGLE,A,52.02,0.07,49.9,97.56,4.28,9.28,2.9,13.6
7542,Ezreal,Marksman,ADC,S,64.14,-15.05,48.18,92.98,14.69,3.05,2.35,13.6
7543,Fiddlesticks,Mage,JUNGLE,A,52.97,1.52,52.26,86.18,3.51,3.68,2.78,13.6
7544,Fiora,Fighter,TOP,God,65.45,-5.14,50.61,97.39,6.07,14.23,1.72,13.6
7545,Fizz,Assassin,MID,S,58.4,2.48,50.77,95.38,5.18,5.81,2.45,13.6
7546,Galio,Tank,MID,A,50.06,2.68,51.27,81.36,2.48,0.47,2.76,13.6
7547,Galio,Tank,SUPPORT,B,44.84,5.84,50.57,13.83,0.39,0.47,2.44,13.6
7548,Gangplank,Fighter,TOP,S,54.67,-9.56,48.33,79.02,4.81,8.2,1.94,13.6
7549,Gangplank,Fighter,MID,D,35.63,-7.04,47.21,19.68,1.24,8.2,2.1,13.6
7550,Garen,Fighter,TOP,A,54.44,-1.17,50.0,85.23,4.32,1.31,1.99,13.6
7551,Gnar,Fighter,TOP,B,46.21,0.02,48.05,96.86,3.41,0.52,1.86,13.6
7552,Gragas,Fighter,JUNGLE,S,58.53,0.45,50.35,54.12,6.08,6.07,2.97,13.6
7553,Gragas,Fighter,TOP,A,50.88,0.93,49.33,28.88,3.26,6.07,2.2,13.6
7554,Gragas,Fighter,MID,B,44.98,-2.6,50.71,13.59,1.48,6.07,2.56,13.6
7555,Graves,Marksman,JUNGLE,B,45.73,-2.28,48.51,87.34,3.98,1.43,2.57,13.6
7556,Gwen,Fighter,TOP,A,50.37,4.77,50.7,88.17,3.35,1.23,1.76,13.6
7557,Hecarim,Fighter,JUNGLE,S,61.73,4.72,49.34,98.59,7.95,11.17,2.67,13.6
7558,Heimerdinger,Mage,SUPPORT,B,43.89,-0.86,49.99,49.79,1.5,2.34,2.0,13.6
7559,Heimerdinger,Mage,MID,B,43.35,-1.42,53.05,23.55,0.74,2.34,1.99,13.6
7560,Heimerdinger,Mage,TOP,C,38.82,1.76,51.03,17.15,0.54,2.41,1.68,13.6
7561,Heimerdinger,Mage,ADC,D,35.69,0.0,54.69,10.11,0.26,2.34,2.18,13.6
7562,Illaoi,Fighter,TOP,S,59.3,-6.77,50.44,94.21,5.28,11.47,1.45,13.6
7563,Irelia,Fighter,TOP,A,53.4,-4.93,49.2,48.67,4.3,14.38,1.59,13.6
7564,Irelia,Fighter,MID,A,51.74,2.87,49.44,49.68,4.44,14.38,1.8,13.6
7565,Ivern,Support,JUNGLE,C,39.51,1.16,47.6,80.89,0.99,0.38,3.38,13.6
7566,Ivern,Support,SUPPORT,D,30.37,-2.95,42.16,10.51,0.11,0.33,2.39,13.6
7567,Janna,Support,SUPPORT,A,50.43,1.99,50.83,97.02,2.39,0.45,3.15,13.6
7568,Jarvan IV,Tank,JUNGLE,God,81.55,-0.11,53.34,93.56,10.28,13.92,3.37,13.6
7569,Jax,Fighter,TOP,God,75.55,-12.93,51.08,85.86,7.83,16.24,1.71,13.6
7570,Jax,Fighter,JUNGLE,D,36.91,-1.32,48.94,12.04,1.16,15.72,2.15,13.6
7571,Jayce,Fighter,TOP,S,61.46,-3.72,49.64,75.55,6.14,3.99,1.82,13.6
7572,Jayce,Fighter,MID,B,44.49,-2.12,50.92,22.82,1.8,3.99,2.18,13.6
7573,Jhin,Marksman,ADC,God,65.89,-6.38,50.59,95.41,12.15,2.85,2.89,13.6
7574,Jinx,Marksman,ADC,God,93.63,-0.7,51.65,98.94,21.54,5.91,2.37,13.6
7575,K'Sante,Fighter,TOP,A,50.52,2.43,45.8,87.4,5.18,4.26,1.9,13.6
7576,K'Sante,Fighter,MID,D,31.1,0.0,46.2,10.36,0.64,4.26,2.03,13.6
7577,Kai'Sa,Marksman,ADC,God,72.5,-17.58,50.2,93.96,15.85,2.88,2.45,13.6
7578,Kalista,Marksman,ADC,D,25.43,2.34,47.48,86.48,2.2,0.55,2.2,13.6
7579,Karma,Mage,SUPPORT,A,51.77,0.27,49.01,86.53,6.57,1.56,2.74,13.6
7580,Karthus,Mage,JUNGLE,C,41.19,-0.1,49.2,62.61,2.05,2.35,2.47,13.6
7581,Karthus,Mage,MID,D,37.25,-2.62,49.69,10.28,0.32,2.35,2.28,13.6
7582,Karthus,Mage,ADC,D,35.59,7.67,53.64,20.5,0.77,2.35,2.29,13.6
7583,Kassadin,Assassin,MID,B,46.15,-0.56,49.41,96.33,2.41,8.49,2.51,13.6
7584,Katarina,Assassin,MID,God,72.75,16.27,48.83,95.13,9.69,9.72,2.3,13.6
7585,Kayle,Fighter,TOP,A,49.04,-0.7,51.17,82.69,2.79,0.64,1.8,13.6
7586,Kayle,Fighter,MID,C,39.09,-4.84,50.91,14.12,0.41,0.64,2.15,13.6
7587,Kayn,Fighter,JUNGLE,God,67.91,-0.3,50.43,97.1,9.86,9.5,2.42,13.6
7588,Kennen,Mage,TOP,A,48.87,0.96,50.34,79.4,2.77,1.48,2.03,13.6
7589,Kennen,Mage,MID,B,47.76,0.22,54.68,16.68,0.56,1.48,2.45,13.6
7590,Kha'Zix,Assassin,JUNGLE,A,49.65,1.14,49.85,98.04,4.5,1.63,2.54,13.6
7591,Kindred,Marksman,JUNGLE,B,47.01,-0.16,49.96,94.4,3.9,4.11,2.24,13.6
7592,Kled,Fighter,TOP,A,50.77,-1.11,50.97,86.88,2.65,1.86,2.26,13.6
7593,Kled,Fighter,MID,B,46.31,0.0,54.08,10.74,0.29,1.86,2.58,13.6
7594,Kog'Maw,Marksman,ADC,D,34.27,7.86,51.93,87.25,1.83,0.35,2.22,13.6
7595,LeBlanc,Assassin,MID,S,58.07,2.74,48.8,92.17,5.32,8.39,2.85,13.6
7596,Lee Sin,Fighter,JUNGLE,God,92.82,-0.78,49.6,92.6,17.01,13.09,2.78,13.6
